PP115673;
D0419211;
D0419210;
PP011703;
D0419219;
PP113700;
D0424919;
D0420443;
D0424915;
D0424913;
D0420619;
D0420618;
D0420616;
D0420615;
D0420614;
D0420613;
D0425208;
D0425203;
D0425200;
D0425207;
D0425204;
PP011572;diseas good winter;attract flower pink;attract hardi pink winter;habit have plant;attract hardi pink;diseas fungal good winter;attract pink;bloom eas propag;diseas fungal good;attract flower hardi pink;diseas good hardi winter;attract good hardi winter;attract hardi winter;
RE366307;
RE368075;
D0421834;
D0420923;
D0420924;
D0420926;
D0420929;
D0421830;
D0421698;
D0421699;
D0421690;
D0421691;
D0421692;
D0421693;
RE366161;
D0421697;
D0421477;
D0424008;
D0424009;
D0424006;
D0424007;
D0424004;
D0421525;
D0421522;
D0424003;
D0421520;
D0424001;
RE365300;
D0424343;
D0424342;
D0424345;
D0424344;
D0424347;
D0418823;
D0418822;
D0418821;
D0418820;
D0418827;
D0418530;
D0418825;
D0418532;
D0418829;
D0418828;
D0418538;
RE036830;
D0418799;
D0418791;
D0418790;
D0418794;
D0418797;
D0418796;
PP115630;
PP114618;cascad flower purpl;cultivar petunia plant;bright numer purpl;cultivar distinct petunia;`weskleipur` cultivar distinct;bright flower purpl;cultivar distinct petunia plant;`weskleipur` cultivar distinct petunia;bright flower numer purpl;bright cascad flower purpl;
D0423588;
D0423589;
D0423583;
D0423580;
D0423581;
D0423586;
D0423587;
D0423584;
D0423585;
D0419144;
D0425839;
D0425830;
D0425834;
D0425835;
D0425837;
D0423368;
D0423364;
D0423365;
D0423362;
D0423360;
D0422185;
D0422186;
D0422181;
D0422180;
D0422183;
D0422182;
D0422189;
D0422188;
D0419042;
D0419043;
D0419041;
D0419046;
D0419047;
D0419044;
D0419045;
D0421063;
D0421062;
D0421060;
D0421067;
D0421066;
D0421065;
D0421064;
D0421068;
D0426251;
D0426250;
D0426256;
D0426259;
D0426258;
PP011295;
D0421206;
D0421204;
D0421201;
RE369624;
D0421208;
RE369195;
PP115398;`poulpollo` miniatur new;abund blend bronze-peach flower;blend bronze-peach flower;abund blend bronze-peach;
D0420008;
D0420009;
D0420550;
D0420552;
D0420006;
D0420007;
D0420005;
RE368571;
D0418498;
D0418492;
D0418493;
D0418490;
D0418491;
D0418496;
D0418497;
D0420837;
D0420836;
RE364916;
D0426136;
D0426137;
D0418676;
D0418674;
D0418675;
D0418670;
D0418671;
D0426899;
D0426898;
D0426893;
D0426892;
D0426890;
D0426897;
D0426895;
D0426894;
PP114111;
PP117137;circular distinct green-whit;center circular distinct green-whit;`trumpet pastel;circular green-whit;`trumpet pastel pink`;center circular green-whit;
D0423119;
D0423118;
D0423111;
D0423110;
D0423113;
D0423112;
D0423115;
D0423117;
D0422579;
D0421004;
D0422574;
D0422570;
D0422573;
D0426408;
D0426409;
D0426405;
D0426407;
D0426400;
D0426401;
D0426402;
D0426403;
D0424668;
D0424662;
D0424663;
D0424661;
D0424665;
D0422790;
D0419186;
D0422792;
D0419184;
D0419183;
D0419182;
D0419181;
D0419180;
D0422798;
D0422799;
PP116262;`poulzin` compact floribunda new;abund cherry-r flower;`poulzin` compact new;
D0419188;
PP115401;
D0422071;
D0422610;
PP111899;
RE369853;
D0423755;
RE368806;
PP113727;
D0423754;
D0424933;
D0424930;
D0424931;
D0424937;
D0424935;
D0419451;
D0424938;
D0424939;
D0419455;
D0419457;
D0419456;
D0420631;
D0420630;
D0420632;
RE367583;
D0425221;
D0425222;
D0425227;
D0425226;
D0423752;
D0419239;
D0419989;
D0419988;
D0419987;
D0419234;
D0419985;
D0419236;
D0419230;
D0419233;
D0419232;
D0420947;
D0420945;
D0420944;
D0420942;
D0420940;
D0420949;
D0420948;
D0423750;
RE366986;
D0424064;
D0424065;
D0424066;
D0424067;
D0424060;
D0424061;
D0421542;
D0424063;
D0421548;
D0421549;
D0422897;
D0420498;
D0422894;
D0422893;
D0422892;
D0420493;
D0420492;
D0420495;
D0420494;
D0422899;
D0422898;
D0426798;
D0426799;
D0426794;
D0426795;
D0426796;
D0426791;
D0426793;
D0424328;
D0424327;
D0424325;
D0424324;
D0424323;
D0424322;
D0421912;
D0418809;
D0418808;
D0418801;
D0418800;
D0418803;
D0418802;
D0418805;
D0418807;
RE365181;
D0422554;
PP114588;
RE036813;
D0424494;
D0424497;
PP113123;
D0424490;
D0424493;
D0419351;
D0424499;
PP115983;
RE368385;
PP114634;
D0423561;
D0423562;
D0423563;
D0423565;
D0423567;
D0423568;
RE368032;
D0425819;
D0425817;
D0425815;
D0425811;
D0423305;
D0423306;
D0423302;
D0423303;
D0423308;
PP112291;
D0421414;
PP116459;form hybrid tea;
PP116181;
D0421049;
D0421048;
D0421041;
D0421043;
D0421042;
D0421045;
D0421044;
PP112607;
RE369810;elastomer electrically-pow screed;electr machin pave power;electr machin power;elastomer electrically-pow element heat;elastomer element heat;electrically-pow element heat;member retain screed;elastomer electrically-pow heat;elastomer electrically-pow heat screed;electr machin pave;
RE369543;
D0426237;
D0426236;
D0426235;
D0426234;
D0426233;
D0426232;
D0426231;
D0426238;
D0421959;
D0421958;
D0421953;
D0421224;
D0421227;
D0421950;
D0421221;
D0421220;
D0421223;
D0421222;
RE369608;
D0425311;
PP115215;
D0420798;
D0420799;
D0420793;
D0420790;
D0420791;
D0420796;
D0420794;
PP115371;growth habit low;
RE368636;
PP113913;
D0420577;
D0420574;
D0420575;
D0420572;
D0420573;
D0420570;
RE366641;
D0418470;
D0418472;
D0418473;
D0418474;
D0418476;
D0418477;
D0418479;
RE365513;
PP114359;
D0418617;
D0422536;
D0418612;
D0418613;
D0422537;
D0418619;
PP114138;deep mahogani red;deep mahogani produc red;deep produc varieti;dahlia naomi` plant;deep mahogani produc;`karma dahlia naomi` plant;deep plant produc varieti;dahlia naomi` plant varieti;`karma naomi`;deep mahogani produc varieti;`karma dahlia naomi`;
D0423176;
D0423175;
D0423174;
D0423172;
D0422220;
D0422553;
D0422222;
D0422556;
D0422557;
D0422226;
D0422555;
D0422229;
D0422558;
D0426420;
D0426426;
D0426427;
D0426425;
D0426428;
D0426429;
D0424684;
D0424686;
D0424687;
D0424689;
RE367346;
D0423799;
D0423798;
D0419829;
D0423792;
D0423791;
D0423790;
D0423797;
D0423796;
D0423794;
D0427088;
D0427083;
D0427081;
D0427080;
D0427086;
D0427084;
D0425791;
D0425793;
D0425020;
D0425795;
D0425794;
D0425797;
D0425024;
PP113743;bi-color compact flower;bi-color compact flower white;doubl orang red;
D0425405;
D0419439;
D0419438;
D0419437;
D0419436;
D0419434;
D0419431;
D0419430;
D0425400;
D0425246;
D0425245;
D0425244;
D0425403;
D0425150;
D0425249;
D0425248;
D0424048;
D0424042;
D0424043;
D0421560;
D0421561;
D0421566;
D0424047;
D0421564;
D0421565;
RE369012;
D0420968;
D0420965;
D0423340;
D0419013;
D0420963;
D0421899;
D0424306;
D0424301;
D0424300;
D0424308;
D0418869;
D0418868;
D0418865;
D0418864;
D0418863;
D0418862;
D0418861;
D0418860;
PP113107;
D0420218;
D0420212;
D0420211;
D0420210;
D0420216;
PP114650;
D0418289;
D0423545;
D0423542;
D0423091;
D0423092;
D0423093;
D0418283;
D0418282;
D0418281;
D0418286;
D0418285;
D0425875;
D0425870;
D0425871;
D0425872;
D0425878;
D0425879;
RE368059;
D0423329;
D0423899;
D0423323;
D0423896;
D0423897;
D0423326;
D0423891;
D0423324;
D0423325;
PP116475;
PP114901;
PP112763;
PP116653;
D0421029;
D0421028;
D0421026;
D0421025;
D0421022;
D0421020;
D0422053;
D0422052;
D0422050;
D0422057;
D0422056;
D0422054;
D0426219;
D0426218;
D0426214;
D0426217;
D0426216;
D0426212;
D0425493;
D0425490;
D0425491;
D0425496;
D0425497;
D0425494;
D0425495;
D0425498;
D0425499;
D0419379;
D0421797;
D0421972;
D0421791;
D0421790;
D0421977;
D0421976;
D0421978;
D0419372;
D0419374;
D0421798;
D0419376;
D0419377;
RE367133;
PP115231;
PP113689;
D0420770;
D0420771;
D0420772;
D0420773;
D0420774;
D0420779;
PP115355;
PP113972;
RE365289;
D0420515;
D0420517;
D0420511;
D0420512;
D0420518;
RE366668;distal-most surfac;
RE366889;
D0418456;
D0418455;
D0418450;
RE365068;
D0418458;
D0418459;
RE368288;
D0421835;
D0424298;
D0421843;
D0421842;
RE369225;
D0425321;
D0418434;
RE036990;
D0424512;
D0424516;
D0424518;
D0422143;
D0423154;
D0423157;
D0423156;
D0423152;
D0418632;
D0418633;
D0418631;
D0423158;
D0418634;
D0422144;
D0422206;
D0422207;
D0422204;
D0422205;
D0422202;
D0422147;
D0422200;
D0421847;
D0422146;
D0422208;
D0422209;
D0423411;
D0423941;
PP113379;`eckabiel` new;compact leav;poinsettia varieti;
D0423417;
RE368849;acrylamid mannich mannich polym;dewat superior;bulk increas viscos;content high solid;bulk increas invers viscos;bulk invers viscos;bulk increas signific viscos;bulk invers microemuls viscos;invers microemuls polymer;invers microemuls viscos;invers microemuls polymer viscos;bulk increas signific;
D0425003;
D0425002;
D0425004;
D0425007;
D0425006;
D0419143;
D0419142;
D0419141;
D0419416;
D0419147;
D0419410;
D0419413;
D0420454;
D0419149;
D0419148;
D0419418;
D0425265;
D0425264;
D0425267;
D0425263;
D0420450;
D0420904;
PP111945;
D0421827;
D0421825;
D0421823;
PP112410;
D0419736;
D0426008;
D0426009;
D0426000;
D0426002;
D0426003;
D0426005;
D0426006;
D0426007;
D0421580;
D0421582;
D0421583;
D0421584;
D0421829;
D0421589;
D0419081;
D0422853;
D0422852;
D0422851;
D0422850;
D0422856;
D0422854;
D0422858;
RE369039;
D0420983;
D0420982;
D0420980;
D0420987;
D0420986;
D0420985;
D0420984;
D0420989;
D0420988;
D0420189;
D0420188;
D0418840;
D0418843;
D0418842;
D0420182;
D0420181;
D0420180;
D0420187;
D0420185;
D0420184;
PP113166;attract numer spray yellow;mildew powderi toler;numer spray yellow;attract flower spray;infloresc powderi toler;attract flower numer spray;infloresc toler yellow;infloresc mildew powderi toler;attract numer spray;infloresc powderi toler yellow;infloresc numer toler yellow;infloresc numer yellow;`barseven` cultivar distinct;infloresc numer spray yellow;
RE365491;
D0420230;
D0420235;
D0420236;
D0420239;
D0420238;
D0423528;
D0423529;
D0423524;
D0423525;
D0423527;
D0423520;
D0423521;
D0423522;
D0423523;
RE365726;
D0425858;
D0425859;
D0425852;
D0425853;
D0425850;
D0425854;
D0425855;
PP117099;`dapawhi` cultivar dahlia distinct;infloresc uniform white;`dapawhi` cultivar distinct;doubl infloresc white;doubl infloresc uniform white;growth infloresc uniform white;
PP116416;
D0419554;
D0420199;
PP114928;
D0422699;
D0422698;
D0422695;
D0422694;
D0422696;
D0422691;
D0422690;
D0422693;
D0422692;
D0426589;
D0426585;
D0426587;
D0419553;
D0426581;
D0426580;
D0426583;
D0424728;
D0424722;
D0424720;
D0424726;
D0424725;
D0424724;
D0421005;
D0424028;
D0421007;
D0421006;
D0421001;
D0421000;
D0421002;
D0421008;
RE369586;
D0422070;
D0422075;
D0422074;
D0422076;
D0422079;
D0422078;
D0421917;
D0421916;
D0419602;
D0419603;
D0421913;
D0419605;
D0421911;
D0419359;
D0421504;
D0419354;
D0419355;
D0419352;
D0419353;
D0419350;
D0421505;
RE368989;
PP115258;
D0420756;
D0420757;
D0420754;
D0420750;
D0420751;
D0420759;
PP011278;
RE368679;
RE366064;
RE365262;
D0420539;
D0420533;
D0420536;
D0420537;
D0420535;
D0426128;
RE366609;
RE365009;
D0420809;
PP114316;
RE367974;
PP115800;
D0418439;
RE369209;
D0418436;
D0418430;
D0418431;
D0418432;
D0418433;
D0420153;
D0424536;
D0424534;
D0424535;
D0424532;
D0424533;
D0424530;
D0424538;
D0424539;
D0418382;
D0418383;
D0418380;
D0418387;
D0421318;
D0419953;
D0425062;
D0422269;
D0422264;
D0422265;
D0422266;
D0422267;
D0422260;
D0422261;
D0422262;
D0422263;
D0425068;
D0425067;
D0425066;
D0425065;
D0425064;
D0425063;
D0423122;
D0425061;
D0425060;
D0423651;
D0423656;
D0423657;
D0419169;
D0419168;
D0423654;
D0419161;
D0419160;
D0419163;
PP112046;
D0419166;
PP116750;`white chrysanthemum refocus`;`white chrysanthemum plant refocus`;
D0425281;
D0425280;
D0425287;
D0425286;
D0425285;
D0425289;
RE366471;audio digit sound;
PP111961;
D0422488;
D0419298;
D0422480;
D0422481;
D0422482;
D0422483;
D0422484;
D0419292;
D0419291;
D0419290;
D0426399;
D0426391;
D0426392;
D0426393;
D0426394;
D0421614;
D0419167;
D0421616;
D0421617;
D0421618;
D0424884;
D0424883;
PP112437;earli octob;copperi orang;be floret;compact form;
D0424881;
D0426028;
D0426026;
D0426027;
D0426024;
D0426022;
D0426023;
PP011426;
RE366293;
D0422879;
D0422878;
D0419838;
D0424082;
D0424080;
D0424081;
D0422871;
RE369055;
D0422873;
D0422872;
D0419837;
D0422874;
D0424088;
D0419834;
RE365920;rigid singl tube;have rigid singl;cabl optic;attach entri;cabl fit stub;entri optic port;have singl;
D0419341;
D0419343;
H0001828;
H0001827;absorb topsheet use;perviou suitabl web;absorb articl topsheet use;topsheet;absorb articl topsheet;
D0420256;
D0420254;
D0420253;
D0420252;
D0420259;
D0423050;
D0423503;
D0423052;
D0423501;
D0423054;
D0423055;
D0423056;
D0423505;
D0423059;
D0423508;
RE365742;
RE368091;
RE036651;stimul suffici;growth stimul;
PP111775;
PP116920;
PP116432;blue flower numer purpl;dark purpl small;blue dark purpl small;cultivar perovskia plant;flower flower numer;blue flower numer;cultivar distinct perovskia plant;`littl cultivar distinct spire`;blue flower flower numer;distinct spire`;cultivar distinct perovskia;cultivar distinct perovskia spire`;`littl distinct spire`;cultivar distinct spire`;
D0426620;
D0426621;
D0426623;
D0426625;
D0426626;
D0419296;
D0419294;
D0419293;
RE369446;
D0422673;
D0422672;
D0422671;
D0422670;
D0422677;
D0422676;
D0422674;
D0422679;
D0422678;
D0426563;
D0426561;
D0426560;
D0426567;
D0426565;
D0424702;
D0424704;
D0424707;
D0424709;
D0424708;
D0422017;
D0422016;
D0422015;
D0422014;
D0422013;
D0422012;
D0422011;
D0422019;
RE367710;
RE367249;
D0419334;
D0419627;
D0419336;
D0419625;
D0419622;
D0419331;
D0419620;
D0419621;
D0419338;
D0419339;
D0419628;
PP115274;hybrid rose tea;perfum sweet veri;hybrid plant rose tea;light perfum sweet veri;plant rose tea;light perfum sweet;perfum sweet uniform veri;bush perfum uniform veri;perfum uniform veri;bush uniform veri;
D0420888;
D0420889;
D0420738;
D0420883;
D0420736;
D0420737;
D0420886;
D0420887;
D0420884;
D0425548;
D0425549;
PP115312;
D0425541;
D0425543;
D0425544;
D0425545;
D0419492;
RE368652;
D0421938;
D0421288;
D0421287;
D0421934;
D0421285;
D0421284;
D0421283;
D0421282;
D0421281;
D0421280;
D0420083;
D0420080;
D0420081;
D0420086;
D0420084;
D0420085;
D0424889;
RE366625;
PP112844;
PP112593;bloom mani small;
RE364991;
D0421429;
D0421428;
D0422522;
D0421423;
D0424142;
D0421421;
D0421420;
D0424147;
D0424146;
D0424145;
D0421424;
D0422294;
D0422524;
D0426812;
D0426811;
D0426810;
D0426817;
D0426816;
D0426815;
D0426819;
PP114197;
D0423830;
D0423345;
D0418412;
D0418416;
D0418414;
D0418418;
D0418419;
RE369268;
D0424559;
D0424556;
D0424550;
D0424552;
PP113085;
D0418587;
D0421924;
D0421293;
PP114731;glauca;distinct glauca picea plant;glauca picea plant;blue needle-lik uniqu;distinct picea plant;`haal`;picea;glauca picea;blue foliag needle-lik;blue foliag needle-lik uniqu;
PP115487;
D0423269;
D0423263;
D0423261;
D0423267;
D0423266;
D0423265;
D0423264;
D0424086;
D0422243;
D0422240;
D0424085;
D0422246;
D0422247;
D0422244;
D0422245;
D0425733;
D0425044;
D0425731;
D0425730;
D0425041;
D0425040;
D0425735;
D0425042;
D0425739;
D0425738;
D0425048;
D0421383;
D0419833;
D0422870;
D0419109;
D0419108;
D0422875;
D0419103;
D0419100;
D0422877;
PP116777;
D0424089;
D0418275;
RE366455;carcass due hide movement;carcass due movement;member peel second;carcass due hide;back carcass portion;enter gap position;
RE369462;
D0423774;
D0421636;
D0421634;
D0421633;
D0426044;
D0426045;
D0426046;
D0426047;
D0426040;
RE367508;
D0426048;
D0423778;
D0419810;
RE369071;
D0419814;
D0419817;
D0419816;
D0419819;
D0421881;
D0422815;
D0422814;
RE365904;
PP113859;
D0421888;
H0001847;
H0001844;magneto-opt mor rotat spectromet;laser magneto-opt rotat spectromet;high intens provid;high input intens provid;lmor rotat spectromet;have laser light sourc;laser magneto-opt rotat;magneto-opt rotat spectromet;lmor magneto-opt rotat;mor rotat spectromet;lmor magneto-opt mor rotat;high input intens;magneto-opt mor rotat;have laser light;
H0001843;
H0001841;
D0420278;
D0420277;
D0420270;
D0420273;
D0425374;
D0423077;
D0423074;
D0418998;
D0423070;
D0423071;
D0423347;
D0418992;
D0418997;
D0418996;
D0418995;
D0425896;
D0425897;
D0425894;
D0425895;
D0425892;
D0425893;
D0425890;
D0425891;
D0425898;
D0425899;
RE036892;
PP111759;
PP112216;
D0426608;
D0426609;
D0426606;
D0426605;
D0426602;
D0426601;
D0424152;
D0422651;
D0422650;
D0422653;
D0422652;
D0422655;
D0422657;
D0422656;
D0426549;
D0422386;
D0422385;
D0422384;
D0422383;
D0422382;
D0426540;
D0426542;
D0426545;
D0426544;
D0422388;
D0424767;
D0424766;
D0423388;
D0424761;
D0424760;
D0423387;
D0423380;
D0424769;
D0424768;
D0422039;
D0422035;
D0422031;
D0422030;
RE367265;
D0425388;
D0425383;
D0425380;
D0425381;
RE367192;.delta.-epoxyalken .gamma. wherein;homogen liquid phase;contain inert organ solvent;amount copper solubl;amount catalyt solubl;.delta.-epoxyalken compound wherein;.gamma. compound wherein;.gamma. isomer liquid phase;catalyt contain solvent;inert organ solvent;
D0425384;
D0425385;
D0423920;
D0423922;
D0423925;
D0420712;
D0420713;
D0420862;
D0420711;
D0420716;
D0420717;
D0420714;
D0420715;
PP113999;
D0425568;
D0425569;
D0425566;
D0425567;
D0425564;
D0425562;
D0425563;
D0425561;
D0426270;
PP011233;
RE366021;
D0419319;
D0419648;
D0419649;
D0419644;
D0419313;
D0419310;
D0419647;
D0419640;
D0419317;
D0419642;
D0419643;
D0426809;
PP112860;
D0421401;
D0421400;
D0424163;
D0424162;
D0421405;
D0424164;
D0421407;
D0424166;
D0424169;
D0421408;
RE369799;
D0426839;
D0426838;
D0426831;
D0426830;
D0426833;
D0426832;
D0426835;
D0426837;
RE369640;radiat unscatt;involv lithograph;fabric process;
RE368954;
RE369241;adhes amount increas;desir have patient;achiev adhes contribut;area desir nominally-s;avail increas make;adhes dental mean reduced-s;adhes amount avail increas;area desir have nominally-s;adhes bib dental mean;amount avail increas;desir have nominally-s patient;adhes dental mean;amount avail increas make;adhes mean reduced-s;desir have nominally-s;bib dental mean;
D0424572;
D0424570;
D0424571;
D0424575;
D0424578;
D0422426;
D0418694;
D0418696;
D0418697;
D0418691;
D0418692;
PP115843;
PP114715;
D0423403;
D0423954;
D0423506;
D0423957;
D0423507;
PP117196;appl cultivar good;cultivar good propag suffici;mechan propag strength suffici;good mechan propag suffici;mechan strength suffici;scion varieti;appl differ number;appl cultivar differ;scion varieti vigor;appl rootstock varieti;mechan propag suffici;compat excel;appl cultivar differ number;`pi new select`;good propag suffici;appl cultivar differ good;cultivar good propag;mechan suffici;compat excel rootstock;new select`;appl cultivar good propag;appl distinct rootstock varieti;
D0423504;
D0423407;
D0423057;
RE368113;
D0423241;
D0423240;
D0423711;
D0423242;
D0423244;
D0423715;
D0423249;
D0423248;
D0423719;
D0427003;
D0427002;
D0427001;
D0427000;
D0427007;
D0427005;
D0427004;
D0427008;
D0419124;
D0419126;
D0419121;
D0419123;
PP112003;
PP116718;
D0425719;
D0425718;
D0425711;
D0425712;
D0425715;
D0425714;
D0425717;
D0425716;
D0421878;
D0421879;
D0421658;
D0421659;
D0419722;
D0421654;
D0421655;
D0421872;
D0421874;
D0421876;
D0421653;
D0419780;
D0419783;
D0419782;
D0419785;
D0419784;
D0419786;
D0419789;
D0419727;
D0426068;
D0426062;
D0426063;
D0426060;
D0426061;
D0426067;
D0426065;
RE367036;
D0419877;
D0422834;
D0419875;
D0419874;
D0422831;
D0422830;
D0422833;
D0419870;
D0422838;
D0419879;
RE365963;
PP113875;
H0001865;
H0001864;
H0001861;
H0001863;
H0001862;
H0001869;
RE366927;
D0420292;
D0420291;
D0420295;
D0420294;
D0420298;
RE368326;r.sup.4 r.sup.5 r.sup.6;r.sup.3 r.sup.4 r.sup.5;
RE365785;
PP114529;disc yellow;
D0426998;
D0426999;
D0426996;
D0426994;
D0426995;
D0426993;
D0426990;
D0426991;
PP111732;`hass` avocado tree;`mendez new;
PP116963;darker exhibit;color exhibit;petunia seri trumpet;
D0426666;
D0426667;
D0426662;
D0426663;
D0426668;
D0426669;
D0424297;
D0424295;
D0424293;
D0423019;
D0424291;
D0424290;
D0423015;
D0423016;
D0423017;
D0423010;
D0423011;
D0423012;
D0423013;
D0422639;
D0422638;
D0422637;
D0422633;
D0422632;
D0422631;
D0422630;
D0426529;
D0426528;
D0426527;
D0426525;
D0426524;
D0426522;
D0426521;
D0426520;
D0424748;
D0424745;
D0424747;
D0424746;
D0424741;
D0424740;
D0424743;
D0424742;
D0421519;
D0426295;
D0426294;
D0426291;
D0426293;
D0426292;
RE367206;
D0426299;
D0426298;
D0421513;
D0421143;
PP116033;
D0424030;
D0425360;
D0425362;
D0425364;
D0424035;
D0425366;
D0425369;
PP113603;
D0423908;
D0423909;
D0423906;
D0423907;
D0423905;
D0423902;
D0423901;
D0420847;
D0420844;
D0420842;
D0420840;
RE368695;
D0420849;
D0425505;
D0425506;
D0425500;
D0425501;
D0425508;
D0425509;
RE366552;
RE366005;
PP114898;
D0419663;
D0419660;
D0419667;
D0419665;
D0419668;
PP112801;
D0426119;
D0424864;
D0421813;
D0424107;
D0421466;
D0422998;
D0424104;
D0421463;
D0424102;
D0421461;
D0422992;
D0422990;
D0422991;
D0422997;
D0422994;
D0421468;
D0420598;
D0421814;
RE365203;
D0420596;
D0420597;
D0420590;
PP011619;excel longev postproduct;purpl reddish small;cultivar distinct hypericum;cut longev postproduct;earli flower plant;medium plant stem;berri purpl reddish small;`bosaque` cultivar distinct;length medium stem;cut excel longev postproduct;`bosaque` cultivar distinct hypericum;berri purpl reddish;length medium plant stem;cultivar distinct hypericum plant;cultivar hypericum plant;
D0426858;
D0426857;
D0426854;
D0426852;
D0426850;
RE036911;averag diamet;metal paint;specif surfac;aluminium pigment;aluminium flake;area surfac;
PP113042;
D0420338;
D0422949;
D0421497;
D0420330;
D0420332;
D0420333;
D0420334;
D0420335;
D0420337;
D0421367;
D0420451;
D0421491;
D0419942;
D0425057;
D0419940;
RE368873;
D0419947;
D0425727;
D0418520;
D0421369;
D0418833;
D0421498;
RE368172;
D0418834;
D0421499;
