rare;1
rare earth;1
earth;1
plant such plant;2
produc other inbr;2
other soybean cultivar;2
plant part;2
maiz line;2
have wide;2
cultivar line;2
wide varieti;2
seed corn varieti;2
corn plant such;2
power plant;2
line plant part;2
cross soybean cultivar;2
genet complement plant;2
corn varieti;2
applic includ;2
varieti;2
breed;2
soybean varieti;2
produc soybean plant;2
soybean cultivar line;2
varieti differ;2
cross corn plant;2
more transgen;2
maiz plant contain;2
genet complement;2
soybean cultivar breed;2
other inbr;2
cultivar;2
complement plant;2
cultivar line plant;2
produc soybean;2
cultivar breed;2
breed cultivar;2
plant;2
hybrid genet;2
cultivar breed cultivar;2
produc corn plant;2
complement plant varieti;2
seed plant;2
transgen;2
cross soybean;2
soybean;2
maiz;2
corn seed;2
cross;2
genet;2
hybrid soybean;2
hybrid maiz;2
varieti such;2
genet materi;2
produc maiz plant;2
plant such;2
plant seed;2
inbr line;2
other inbr maiz;2
produc maiz;2
soybean seed plant;2
other soybean;2
seed corn;2
inbr;2
soybean plant varieti;2
hybrid;2
inbr maiz;2
inbr hybrid;2
corn;2
varieti applic;2
such plant;2
transgen soybean;2
soybean seed;2
plant varieti;2
produc other;2
soybean plant;2
produc corn;2
line plant;2
seed;2
produc other soybean;2
complement;2
maiz seed;2
novel soybean;2
soybean plant contain;2
cross corn;2
cross plant varieti;2
cross plant;2
corn plant;2
plant contain;2
soybean cultivar;2
corn plant varieti;2
use varieti;2
transgen soybean plant;2
maiz plant;2
inbr maiz line;2
wide;2
hybrid genet complement;2
hybrid soybean seed;2
have longitudin axi;3
panel includ;3
central portion;3
frame compris;3
travel;3
fit;3
fix;3
fin;3
connect rod;3
accommod;3
section extend;3
plate;3
vehicl bodi;3
solenoid;3
extend;3
extens;3
airflow;3
spring element;3
second user;3
crown;3
steer system;3
bottom;3
cross-sect shape;3
chair;3
have rear;3
outer end;3
inner end;3
support have;3
vertic support;3
friction;3
steer column;3
exercis;3
flux densiti;3
pivot;3
rotat rel;3
magnet memori;3
extend first;3
resili member;3
belt;3
secur commun;3
have core;3
includ support;3
mechan includ;3
commun port;3
bodi be;3
side second;3
shape have;3
transfer heat;3
acut angl;3
lumen;3
pressur relief;3
vessel have;3
placement;3
open be;3
tape;3
frame;3
metal plate;3
top end;3
first support;3
lower side;3
stator;3
portion second;3
first path;3
upper side;3
data exchang;3
direct movement;3
inner face;3
bracket;3
tube have;3
voltag lower;3
drawn;3
wall surfac;3
vehicl steer;3
cook;3
heat gener;3
suction;3
gun;3
disk apparatu;3
heat exchang;3
second wireless;3
fluid flow;3
perman magnet;3
second temperatur;3
mechan have;3
exchang data;3
insert portion;3
high-pressur;3
determin second;3
outlet open;3
reclin;3
member includ;3
connect member;3
lower level;3
radial;3
project extend;3
latch assembl;3
toward;3
handl portion;3
electr motor;3
surfac defin;3
